,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Rps6ka5,2.51E-06,1.058628827,0.631,0.409,0.058457499
Rian,2.53E-06,-0.285337304,0.984,0.976,0.058825267
Tmem176a,2.53E-06,0.28955125,1,0.994,0.058830634
Cmpk2,2.58E-06,-1.350623783,0.246,0.445,0.060029581
Pmvk,2.58E-06,0.427411137,0.973,0.963,0.060037951
Pfkfb3,2.60E-06,0.590165706,0.652,0.409,0.060589441
Ctnnd1,2.64E-06,-0.600708843,0.834,0.872,0.061551299
Scx,2.68E-06,-1.191987245,0.31,0.518,0.062353865
Sdcbp,2.70E-06,-0.302212149,0.989,1,0.062913902
Raf1,2.70E-06,-0.757925816,0.679,0.793,0.062932461
Gpr146,2.70E-06,0.961334875,0.642,0.421,0.062938043
1110008P14Rik,2.72E-06,0.329282495,0.979,0.982,0.063233496
Dgkh,2.73E-06,0.576375342,0.968,0.963,0.063536965
Camk2a,2.81E-06,-0.572324719,0.866,0.933,0.065427154
Rpl11,2.83E-06,0.24216289,0.989,0.994,0.065898415
Rps11,2.88E-06,0.166949815,0.995,0.994,0.067095802
Gabarapl2,2.89E-06,0.290589496,0.989,0.994,0.067268187
Agbl4,2.89E-06,-0.978413588,0.578,0.744,0.067324936
Clu,2.91E-06,-0.516616267,0.914,0.945,0.067684752
Sod2,2.92E-06,0.38469027,0.963,0.933,0.068034234
Serpinb1a,2.97E-06,2.628249482,0.182,0.024,0.069120183
Rpl12,2.97E-06,0.344107953,0.984,0.957,0.06917871
Prkar2b,2.99E-06,0.590668208,0.909,0.768,0.069542448
Gm12709,3.16E-06,-0.813492868,0.599,0.738,0.07348305
Gpx3,3.22E-06,0.795998177,0.813,0.634,0.074921105
Myl6,3.33E-06,0.35818741,1,1,0.077651056
Osbpl9,3.43E-06,-0.581349687,0.861,0.89,0.079929915
Ndufb7,3.46E-06,0.341873522,0.989,0.97,0.08047041
Katnal1,3.54E-06,-0.542708252,0.743,0.793,0.082505289
Far2,3.58E-06,-0.80581952,0.455,0.61,0.083417015
Ppp2r2c,3.61E-06,-0.421413973,0.941,0.994,0.08400488
Glrx3,3.70E-06,0.47499167,0.952,0.915,0.086158297
C4b,3.73E-06,2.374870371,0.176,0.024,0.086857732
Naca,3.81E-06,0.236120223,0.995,0.976,0.088652282
Fnbp1l,3.83E-06,-0.557661374,0.717,0.817,0.089076618
Gm10076,3.84E-06,-0.35705869,0.973,0.982,0.089321897
Ica1,3.86E-06,-0.744026578,0.626,0.787,0.090005074
Tmem229a,3.97E-06,-0.574855496,0.807,0.866,0.092388159
Aplp2,4.02E-06,-0.324460705,0.957,0.976,0.093706042
Mrps15,4.03E-06,0.400806936,0.947,0.909,0.093847928
Scpep1,4.07E-06,0.665400913,0.872,0.817,0.094721321
Ppp2r2b,4.15E-06,0.24948615,0.989,0.988,0.096640582
Stbd1,4.28E-06,-0.70219232,0.583,0.75,0.099724567
Ccdc124,4.31E-06,0.471827049,0.952,0.927,0.100398335
Zcchc18,4.41E-06,0.326090665,0.984,0.976,0.102681592
Astn1,4.44E-06,-0.582298515,0.845,0.854,0.103472995
Trio,4.50E-06,-0.509532293,0.882,0.921,0.104703596
Ndufb9,4.50E-06,0.28673086,0.995,0.988,0.104785221
Med10,4.50E-06,0.4755025,0.914,0.89,0.104798648
Ctsl,4.54E-06,0.698376986,0.979,0.951,0.105802833
Cebpd,4.58E-06,0.793702213,0.674,0.421,0.106545548
Cyb5r3,4.58E-06,0.275407618,0.984,0.97,0.106639336
Dlg2,4.70E-06,-0.53842907,0.92,0.957,0.109356995
Rpl22l1,4.83E-06,0.178552765,0.989,0.994,0.112446749
Nmnat2,4.92E-06,-0.49953927,0.93,0.951,0.11446638
Timp1,5.10E-06,2.348024157,0.198,0.037,0.118736198
Ptrhd1,5.24E-06,0.549342234,0.952,0.835,0.121964794
Ppm1b,5.26E-06,-0.419730829,0.92,0.951,0.122407603
Upb1,5.30E-06,-0.786136242,0.428,0.646,0.123451734
Tm9sf2,5.31E-06,-0.459877817,0.941,0.945,0.123770543
Canx,5.37E-06,-0.255470815,0.989,0.97,0.124943202
Tmem173,5.42E-06,1.537062372,0.283,0.091,0.12631013
Plp2,5.50E-06,0.685063379,0.695,0.445,0.127981258
Cavin3,5.59E-06,0.754911502,0.866,0.683,0.13019426
Gmps,5.66E-06,-0.456584977,0.882,0.957,0.131885175
Tmem8b,5.73E-06,-0.737870613,0.658,0.75,0.133368901
Igfbp2,5.75E-06,-1.431952806,0.155,0.354,0.133921009
Rusc2,5.97E-06,-0.734444633,0.668,0.756,0.139124393
Usp11,6.11E-06,-0.731156153,0.626,0.768,0.142335399
Fam102a,6.16E-06,0.760885883,0.727,0.561,0.14352361
Bcor,6.36E-06,-0.677561905,0.663,0.793,0.148130564
Kcnab1,6.45E-06,-0.279347439,0.995,0.988,0.150294412
Ndrg2,6.53E-06,0.379504873,0.963,0.957,0.152072222
Ccdc92,6.75E-06,0.381689724,0.979,0.97,0.157137533
Mbnl1,6.80E-06,-0.300873238,0.973,0.982,0.158319292
Rps4x,6.94E-06,0.240515661,0.995,0.994,0.161510117
Gm42418,6.95E-06,-0.113216084,1,0.988,0.161910774
Alcam,7.14E-06,-0.648359121,0.791,0.884,0.166287169
Cltb,7.30E-06,0.288533239,0.963,0.957,0.170013505
Gm12295,7.38E-06,2.049023495,0.171,0.024,0.171758926
Tppp,7.51E-06,-0.924361002,0.406,0.579,0.17498627
Sh3gl2,7.54E-06,-0.40598952,0.941,0.97,0.175505047
Thsd7a,7.80E-06,0.969438899,0.615,0.421,0.181542067
Fabp3,8.03E-06,0.481130381,0.936,0.915,0.186976816
Lrfn5,8.08E-06,-0.958216371,0.417,0.61,0.188245375
Hs2st1,8.12E-06,0.685280463,0.818,0.622,0.189150333
Kcnj3,8.27E-06,-0.617915883,0.765,0.841,0.192636408
Hcn1,8.29E-06,0.880841435,0.578,0.341,0.193163501
Celf2,8.45E-06,-0.457477222,0.92,0.933,0.196887752
Osbpl3,8.48E-06,0.451027492,0.952,0.957,0.197525431
Plekha5,8.91E-06,-0.605072899,0.856,0.945,0.207385481
Cyb5r1,8.94E-06,-0.525841993,0.963,0.976,0.20810578
mt-Nd5,8.96E-06,-0.342886897,0.984,0.994,0.208679043
Atp6v0e,8.97E-06,0.494882344,0.888,0.829,0.208957165
Deptor,9.31E-06,-0.97878501,0.299,0.488,0.216927572
Srgap3,9.44E-06,-0.472331249,0.92,0.939,0.219946931
Lats2,9.47E-06,-0.562144435,0.733,0.774,0.220653642
Large1,9.62E-06,-0.547420585,0.882,0.927,0.22412564
Clstn1,9.89E-06,-0.403401697,0.936,0.957,0.230308148
Prrc2b,9.90E-06,-0.365092273,0.968,0.976,0.230627273
Hnrnph1,1.04E-05,-0.518595838,0.872,0.927,0.241311288
Atp1a1,1.07E-05,0.316866421,0.989,1,0.248163273
Atp5f1,1.08E-05,0.306216401,0.989,0.963,0.251778967
Adam19,1.10E-05,0.522577225,0.872,0.774,0.255558645
Plec,1.10E-05,0.271929206,0.979,0.976,0.256718158
Dync1i2,1.10E-05,-0.215487785,0.984,1,0.256746999
Tuba1a,1.11E-05,0.27623186,1,1,0.259252862
Tbc1d9,1.13E-05,-0.497529975,0.882,0.951,0.262672174
Eif6,1.13E-05,0.527086483,0.877,0.707,0.263994016
Epn2,1.16E-05,-0.470137054,0.85,0.939,0.269324713
Dock3,1.18E-05,-0.543031802,0.829,0.878,0.273767069
Mdfic,1.19E-05,-0.571633432,0.829,0.86,0.277454638
Cxxc4,1.20E-05,-0.495364566,0.824,0.884,0.278450531
Dnm1,1.20E-05,-0.399336083,0.947,0.97,0.278575991
Prelid1,1.24E-05,0.321408299,0.979,0.957,0.288298072
Frmpd1,1.25E-05,-0.412148823,0.93,0.957,0.291349734
Ksr2,1.26E-05,-0.783624469,0.674,0.787,0.292462998
Arl8a,1.29E-05,0.219612924,0.995,0.988,0.299733269
Pdcd10,1.31E-05,0.288303882,0.963,0.982,0.304762564
Eif4a1,1.31E-05,0.409788256,0.973,0.951,0.305414294
Rab2a,1.34E-05,0.239915182,0.984,0.982,0.31224388
Hs3st2,1.38E-05,-1.015623227,0.364,0.543,0.321153974
Eif5,1.38E-05,0.306423082,0.973,0.957,0.32127275
Nme1,1.42E-05,0.371776045,0.984,0.976,0.331562721
Gm26871,1.47E-05,-0.599503335,0.802,0.884,0.343151616
Coro2b,1.48E-05,-0.346038619,0.957,0.963,0.344337836
Vps41,1.48E-05,-0.352685051,0.952,0.957,0.345057448
Dnajc15,1.51E-05,0.493184794,0.947,0.927,0.352047585
Llph,1.54E-05,0.401970781,0.952,0.89,0.358114208
Ube2r2,1.55E-05,-0.406188006,0.957,0.976,0.361295768
Pde2a,1.56E-05,-0.740921562,0.439,0.634,0.363807815
Rpl24,1.56E-05,0.168168864,1,0.994,0.364035992
Cdh2,1.56E-05,-0.486044792,0.893,0.933,0.364193055
Ube2m,1.58E-05,0.246485972,0.984,0.976,0.368381144
Rps9,1.59E-05,0.183546618,0.989,0.994,0.370170153
Rims3,1.60E-05,-0.426031824,0.957,0.994,0.373661148
Psma4,1.61E-05,0.372342189,0.93,0.854,0.373908838
Sez6l,1.63E-05,1.474026148,0.187,0.037,0.378711897
Exoc6b,1.66E-05,0.772150754,0.925,0.872,0.386361847
Crebrf,1.69E-05,-0.347071032,0.925,0.951,0.392897206
Rpl13a,1.70E-05,0.241244561,0.995,0.982,0.396652191
Cgnl1,1.71E-05,-1.042846315,0.31,0.524,0.398145422
Dgki,1.72E-05,-0.465944933,0.861,0.915,0.399466676
Cdh10,1.73E-05,-0.866511703,0.545,0.689,0.401728144
H2afj,1.76E-05,0.401712048,0.963,0.951,0.409772132
Gm41609,1.76E-05,0.932814041,0.567,0.354,0.410111711
Pwwp3a,1.77E-05,-0.704916997,0.604,0.726,0.411824037
Mocs2,1.80E-05,0.34881277,0.979,0.957,0.418813414
Marf1,1.82E-05,-0.282782914,0.941,0.957,0.423386955
Ldha,1.82E-05,0.26320149,0.984,1,0.424940442
Slc4a8,1.84E-05,0.734535259,0.684,0.457,0.427440985
Cnpy2,1.85E-05,0.524076653,0.84,0.713,0.431044689
Mpc1,1.86E-05,0.241553947,0.984,1,0.433075168
Sybu,1.94E-05,-0.508275188,0.759,0.848,0.452792563
Acvr1,1.96E-05,0.628982109,0.824,0.707,0.457400198
Nelfcd,1.97E-05,0.590357989,0.834,0.713,0.457789017
Atp1b2,1.97E-05,0.896507394,0.503,0.287,0.458156363
Pqlc3,1.99E-05,-0.740028009,0.588,0.744,0.463575486
Tbc1d19,2.00E-05,0.769534515,0.797,0.616,0.466082346
Tspan4,2.00E-05,1.281098071,0.289,0.098,0.466183175
Spcs1,2.01E-05,0.389342874,0.979,0.963,0.469232211
Phb2,2.04E-05,0.494421016,0.834,0.659,0.474043042
Tmem79,2.05E-05,0.744296911,0.604,0.384,0.476862476
Eml6,2.08E-05,-0.916237476,0.481,0.671,0.485053736
Arhgef40,2.09E-05,-0.862418431,0.39,0.555,0.485855538
Matr3,2.14E-05,-0.333433039,0.968,0.982,0.498913521
Tcaf2,2.16E-05,1.004772287,0.519,0.311,0.502207133
Prkar1b,2.16E-05,-0.256463784,0.995,1,0.503710436
Selenot,2.17E-05,0.421332127,0.963,0.951,0.505713061
Nbl1,2.17E-05,-0.266999775,0.979,0.994,0.506072089
Tenm2,2.18E-05,-0.485794864,0.914,0.957,0.507120625
Ampd2,2.24E-05,-1.027466944,0.374,0.543,0.522437986
Nmb,2.24E-05,-0.935670786,0.476,0.64,0.522732863
Mpc2,2.25E-05,0.324264486,0.984,0.963,0.522928796
Slc35a3,2.28E-05,-1.151944012,0.332,0.506,0.531906223
Cfl1,2.29E-05,0.20025629,0.995,0.994,0.534174071
Serf1,2.32E-05,-0.344851658,0.973,0.976,0.539123721
Rras,2.32E-05,0.441496874,0.979,0.945,0.540217001
Eif2s2,2.38E-05,0.228454562,0.968,0.982,0.553199433
Clasp1,2.41E-05,-0.260874383,0.93,0.927,0.561840458
Rpl5,2.45E-05,0.274236252,0.979,0.963,0.571587478
Ufc1,2.49E-05,0.402233636,0.979,0.927,0.580626336
Nrp1,2.50E-05,1.136069532,0.422,0.22,0.581145598
Vmn1r89,2.65E-05,-2.024717854,0.027,0.152,0.61626013
Shisa6,2.68E-05,-0.810441301,0.471,0.665,0.623548285
Pirt,2.68E-05,-0.179691145,1,0.994,0.624703346
Tex2,2.77E-05,-0.681649624,0.84,0.854,0.644652179
Prkg2,2.77E-05,1.275969696,0.225,0.061,0.646033754
Gm26902,2.84E-05,2.561606727,0.118,0.006,0.661055861
Bend6,2.86E-05,-0.382835551,0.845,0.884,0.6649247
Ndufa6,2.86E-05,0.259328233,0.973,0.97,0.665019376
Rpl31,2.98E-05,0.192674592,0.984,0.988,0.695092636
Kcnc2,3.04E-05,-0.635712254,0.69,0.799,0.707728698
Fkbp4,3.14E-05,-0.313307058,0.984,0.988,0.731370689
Med29,3.15E-05,0.621319803,0.786,0.628,0.733729666
Nol4,3.17E-05,-1.213180614,0.299,0.451,0.738859042
Timm23,3.25E-05,0.435241257,0.941,0.909,0.757849721
Kdr,3.27E-05,2.184401274,0.219,0.061,0.762238602
Galnt13,3.28E-05,-0.484174073,0.872,0.921,0.764847971
Gnl3l,3.29E-05,-0.336328889,0.952,0.97,0.767254112
Kifap3,3.35E-05,0.211614958,0.979,0.988,0.780136455
Arhgap12,3.35E-05,-0.58033098,0.727,0.823,0.780684225
Arid5a,3.37E-05,0.990502115,0.535,0.329,0.785324025
Ppia,3.41E-05,0.326929696,1,1,0.794666048
Ndufv3,3.44E-05,0.351994306,0.979,0.976,0.801923832
Acp1,3.51E-05,0.302224867,0.968,0.97,0.818541572
Khdrbs2,3.55E-05,-0.530474968,0.882,0.896,0.825603457
Actg1,3.57E-05,0.174876871,1,1,0.832031588
Fam155a,3.57E-05,-0.496170008,0.92,0.957,0.832101423
Raph1,3.61E-05,-0.389904933,0.909,0.945,0.840490481
Kcnb2,3.64E-05,-0.355532388,0.989,0.994,0.847435776
Sptb,3.65E-05,-1.190440886,0.107,0.28,0.84906674
Atpif1,3.71E-05,0.272080761,1,1,0.86311909
Clasp2,3.85E-05,-0.401183635,0.888,0.945,0.896463721
Itk,3.89E-05,1.525209842,0.209,0.055,0.905490656
Commd4,3.90E-05,0.712910307,0.797,0.585,0.907254236
Pdlim7,3.90E-05,0.328032515,0.979,0.982,0.907606167
Zfp580,3.91E-05,0.629332755,0.861,0.72,0.910292108
Adam8,3.96E-05,1.215482614,0.251,0.079,0.922633684
Csnk1g3,4.02E-05,-0.365207873,0.877,0.927,0.935309308
Cadps2,4.05E-05,-0.797659623,0.369,0.573,0.943327601
Apbb2,4.11E-05,-0.439485353,0.904,0.927,0.957824218
Cyld,4.12E-05,-0.400798805,0.642,0.78,0.95896496
Mfn2,4.15E-05,-0.369938638,0.957,0.976,0.9671904
Nbdy,4.19E-05,0.296602131,0.979,0.963,0.976183969
Fgf11,4.23E-05,1.504042563,0.326,0.146,0.98525383
Atp8a1,4.25E-05,-0.324209766,0.973,0.976,0.989657395
Dclk3,4.29E-05,0.846232133,0.567,0.36,0.999658837
Psd,4.33E-05,-0.581616022,0.674,0.774,1
Vti1a,4.34E-05,-0.557911669,0.727,0.848,1
C130074G19Rik,4.37E-05,-0.817476794,0.326,0.512,1
Timm17a,4.44E-05,0.374192313,0.973,0.939,1
Akt3,4.45E-05,-0.448393466,0.93,0.927,1
Zfp931,4.50E-05,-0.43981608,0.797,0.909,1
mt-Co1,4.57E-05,-0.192098202,1,0.994,1
Anks1b,4.60E-05,-0.579727747,0.727,0.854,1
Arhgef28,4.65E-05,-0.675978573,0.706,0.768,1
2610028E06Rik,4.70E-05,2.612235668,0.096,0,1
Mir100hg,4.74E-05,-0.481989977,0.893,0.945,1
Eif3c,4.83E-05,0.379675216,0.941,0.902,1
Sema4d,4.91E-05,-0.724401785,0.636,0.756,1
Lims1,4.93E-05,-0.354955441,0.936,0.945,1
Hist1h1c,5.17E-05,-0.601518066,0.866,0.896,1
Trim9,5.22E-05,0.68354242,0.508,0.293,1
Tgfb1i1,5.24E-05,0.400974761,0.952,0.915,1
Med13,5.24E-05,-0.686682529,0.717,0.823,1
Spag9,5.36E-05,-0.310462526,0.952,0.963,1
Pitpnm2,5.43E-05,-0.362227928,0.941,0.945,1
Pigp,5.48E-05,0.477894831,0.936,0.866,1
Syt4,5.51E-05,0.192126488,0.995,0.994,1
Lsm12,5.56E-05,0.495658943,0.914,0.866,1
Cnn3,5.67E-05,-0.359685726,0.947,0.976,1
Dhx33,5.78E-05,1.117815634,0.412,0.213,1
Eci2,5.79E-05,0.552595906,0.754,0.61,1
Rnf145,5.79E-05,-0.529439701,0.572,0.707,1
A730018C14Rik,5.80E-05,-0.876865695,0.166,0.354,1
2310010J17Rik,5.84E-05,-0.769780828,0.487,0.622,1
Klhl15,5.96E-05,-1.325521485,0.23,0.396,1
Omg,6.02E-05,-1.228868805,0.144,0.317,1
Ifit1,6.15E-05,-0.89604969,0.61,0.756,1
Cd47,6.19E-05,-0.27704019,0.979,0.988,1
Mat2b,6.20E-05,-0.428052184,0.882,0.945,1
Scamp1,6.23E-05,-0.355158584,0.936,0.97,1
Atp5c1,6.25E-05,0.313380082,0.973,0.97,1
Mturn,6.26E-05,-0.546437895,0.802,0.872,1
Gnb2,6.26E-05,0.271383605,0.968,0.976,1
Rasgrp1,6.29E-05,0.5115724,0.84,0.713,1
Bche,6.32E-05,-0.783748491,0.412,0.567,1
Zfas1,6.42E-05,-0.484246384,0.872,0.902,1
Ndufb10,6.44E-05,0.24383012,0.989,0.976,1
Atp5o,6.46E-05,0.37533658,0.984,0.982,1
Hspa8,6.52E-05,0.236704061,1,1,1
Trpm3,6.64E-05,-0.714286871,0.626,0.756,1
Glo1,6.66E-05,0.398203966,0.941,0.909,1
Specc1l,6.82E-05,-0.606262165,0.727,0.811,1
Car10,6.87E-05,-0.364435889,0.952,0.976,1
Gm34006,6.89E-05,-1.987084588,0.032,0.152,1
Rps20,6.92E-05,0.185639449,0.984,0.994,1
Hddc2,6.93E-05,0.682821471,0.733,0.622,1
Nptxr,6.97E-05,0.525897092,0.92,0.878,1
Hint1,7.03E-05,0.201959101,0.995,1,1
Mrto4,7.04E-05,0.81986674,0.717,0.585,1
Ap1b1,7.14E-05,-0.441863759,0.824,0.872,1
Hsd17b7,7.15E-05,0.521624387,0.888,0.793,1
Spred2,7.16E-05,-0.455711148,0.85,0.878,1
Cox20,7.17E-05,0.29580882,0.925,0.799,1
Msrb1,7.29E-05,0.414020085,0.963,0.878,1
Abcd2,7.36E-05,-0.458576321,0.572,0.701,1
Gpha2,8.04E-05,-1.164432286,0.246,0.415,1
Rpn1,8.10E-05,-0.529213309,0.781,0.86,1
Ankrd6,8.10E-05,-0.647746989,0.695,0.768,1
Fgf14,8.39E-05,-0.595082972,0.765,0.896,1
Shh,8.47E-05,0.84423788,0.535,0.335,1
Msrb2,8.54E-05,-0.488977025,0.807,0.86,1
Klhl32,8.57E-05,-0.818961152,0.492,0.634,1
Rabac1,8.68E-05,0.357021502,0.989,0.994,1
Rps7,8.72E-05,0.207045429,0.995,0.988,1
Nr3c2,8.79E-05,-1.518036054,0.283,0.457,1
Rapsn,8.81E-05,-0.915727348,0.513,0.64,1
Rexo2,8.83E-05,0.259882958,0.968,0.988,1
1700025G04Rik,8.84E-05,0.537164444,0.898,0.866,1
Zfp560,8.85E-05,0.465698483,0.941,0.866,1
Fgf1,8.85E-05,-0.26241062,0.984,0.982,1
Rpl7a,8.87E-05,0.26061549,0.979,0.976,1
Mrpl30,8.95E-05,0.314200351,0.968,0.963,1
Shld1,8.97E-05,-0.966654294,0.332,0.494,1
Mras,9.06E-05,0.237132674,0.947,0.939,1
Arhgap39,9.13E-05,-0.611954703,0.61,0.72,1
mt-Co3,9.15E-05,-0.235018565,1,1,1
Ndufb4,9.19E-05,0.264906667,0.995,0.988,1
Rps16,9.19E-05,0.168440238,0.989,0.994,1
Rps3a1,9.27E-05,0.174391349,0.989,0.994,1
Slc17a6,9.31E-05,-0.282053179,0.979,0.988,1
Spock3,9.41E-05,-0.334773333,0.984,0.982,1
Chl1,9.47E-05,0.431070891,0.963,0.963,1
Trim67,9.54E-05,-0.59754161,0.668,0.78,1
Caskin1,9.68E-05,-0.52527832,0.781,0.823,1
Ano4,9.78E-05,-1.288496123,0.123,0.287,1
Thbd,9.83E-05,-0.80013126,0.481,0.628,1
Usp20,0.000102594,-0.445176328,0.807,0.89,1
Smap1,0.000106446,0.253833401,0.957,0.945,1
Dnajc6,0.000106708,-0.581607261,0.834,0.878,1
Tpm4,0.000107054,0.429564067,0.93,0.884,1
Pkib,0.000107376,0.614874509,0.866,0.86,1
Twist2,0.000107428,-0.755226562,0.332,0.53,1
Stac,0.000107477,-0.531317897,0.882,0.915,1
Ankrd10,0.000107517,-0.68630006,0.658,0.732,1
Malat1,0.000107934,-0.400784329,1,1,1
Btg2,0.0001083,-0.5398471,0.856,0.921,1
Ehbp1,0.000109436,-0.435268344,0.834,0.884,1
Tmem184b,0.000109675,-0.743323175,0.561,0.671,1
D8Ertd738e,0.000110527,0.261259674,0.989,0.976,1
Ckap5,0.000110609,-0.447173173,0.93,0.957,1
Gpr151,0.000112605,1.753270724,0.118,0.012,1
Kctd8,0.000113093,-0.607718849,0.754,0.829,1
Fryl,0.000113427,-0.381074902,0.872,0.909,1
Zmym4,0.000115597,-0.749784327,0.765,0.793,1
Wdr61,0.000117379,0.390238818,0.749,0.512,1
Mlh3,0.00011771,-0.905263941,0.214,0.384,1
Celf6,0.000118654,-0.292795265,0.968,0.97,1
Coro1a,0.000119164,0.688882844,0.765,0.604,1
Kantr,0.00011949,-0.611985575,0.674,0.774,1
Calm3,0.00012022,-0.264865633,0.979,0.988,1
Acly,0.000120222,-0.215118182,0.984,0.988,1
Kitl,0.000120721,-0.826419453,0.305,0.476,1
Id1,0.000120942,0.871051502,0.406,0.207,1
Hnrnph3,0.000121697,-0.575172551,0.69,0.78,1
Map1lc3a,0.000121785,0.208496963,1,0.994,1
Thrb,0.000122176,-0.669419466,0.422,0.591,1
Runx1,0.000122235,0.333811886,0.968,0.945,1
Ift122,0.000122887,-0.495027425,0.861,0.909,1
Cyb561,0.000123343,1.222868955,0.455,0.274,1
Rufy3,0.000124428,-0.199570957,0.995,1,1
Mylk,0.000129154,1.223697325,0.401,0.226,1
Btbd9,0.000130036,-0.655859843,0.759,0.86,1
Micos13,0.000130971,0.359109246,0.979,0.963,1
Defb42,0.000131136,-0.442437371,0.824,0.878,1
Tusc2,0.000131543,0.371493798,0.947,0.884,1
Zcrb1,0.000133231,0.202084369,0.973,0.97,1
Ap1s1,0.000134681,0.381631147,0.947,0.921,1
Nol7,0.00013538,0.280799185,0.914,0.866,1
Cdk5r2,0.000136941,-0.564898995,0.69,0.817,1
Aktip,0.000138849,-0.367684988,0.914,0.902,1
Insm1,0.000138854,-1.250664568,0.155,0.317,1
Unc5c,0.000140084,-0.526145308,0.882,0.902,1
Minar1,0.000140699,-2.157502602,0.053,0.177,1
Ceacam10,0.000142717,1.165135348,0.551,0.372,1
Yme1l1,0.000143665,-0.49323092,0.824,0.884,1
Olfr920,0.000143715,0.643356558,0.513,0.323,1
Synj1,0.000145423,-0.326869233,0.93,0.939,1
Gga2,0.00014561,0.39451282,0.882,0.811,1
Ifitm3,0.000145864,0.878902961,0.652,0.512,1
Trappc1,0.000146049,0.524275133,0.914,0.896,1
Alg2,0.00014717,-0.572805237,0.765,0.848,1
Tmem50a,0.000148865,0.250459627,0.989,0.988,1
Tmem65,0.00015053,-0.339569479,0.952,0.927,1
Jak2,0.000151563,0.509682179,0.668,0.5,1
Rassf5,0.000152619,-0.613538457,0.722,0.823,1
Prickle2,0.000152645,-0.72533749,0.455,0.622,1
Rpl8,0.000152701,0.204843409,0.989,0.976,1
Myd88,0.000155511,1.123446345,0.39,0.189,1
Naf1,0.000158251,0.935834551,0.701,0.537,1
Mapk3,0.000161348,-0.167900139,0.995,1,1
Plcxd3,0.000163356,-0.505256683,0.856,0.872,1
Atg4c,0.000163453,-0.811631156,0.385,0.549,1
Paqr8,0.000164494,-0.538646596,0.749,0.805,1
Ndufb6,0.000165452,0.432763259,0.968,0.97,1
Tmem54,0.000166731,0.866980958,0.561,0.39,1
Tle5,0.000168306,0.199131791,0.989,1,1
Oxr1,0.000168409,-0.419109578,0.829,0.896,1
Zfp148,0.000169488,-0.386021215,0.802,0.848,1
Zyg11b,0.00016953,-0.349622794,0.941,0.951,1
Isl2,0.000172506,-0.453997525,0.845,0.872,1
Cabp5,0.000172546,-2.560411188,0,0.073,1
Fkbp3,0.00017295,0.33138081,0.984,0.957,1
Ptms,0.000173343,-0.158821897,0.995,0.988,1
Lrp1b,0.000174013,-0.410125816,0.84,0.957,1
Dph3,0.000176492,0.339845153,0.947,0.902,1
Sparc,0.000177422,0.784067263,0.636,0.476,1
Ldb1,0.000182489,-0.654553335,0.481,0.616,1
Samd12,0.000184235,-0.343576959,0.925,0.945,1
Asic1,0.000188146,-0.822461144,0.337,0.518,1
Hectd4,0.000189148,-0.425202994,0.904,0.921,1
Prkar1a,0.000191707,-0.239418366,0.979,0.988,1
Hdgfl3,0.000192168,-0.297187985,0.925,0.951,1
BC031181,0.000192484,0.232552821,0.979,0.963,1
Ophn1,0.000193268,0.354483021,0.92,0.866,1
Srm,0.000194715,0.63226723,0.615,0.402,1
Srcin1,0.000196362,-0.754922519,0.406,0.579,1
Usp9x,0.00019654,-0.351566597,0.968,0.97,1
Rpl36a,0.000197396,0.212337113,0.979,0.982,1
Syngr1,0.000199164,-0.364210942,0.93,0.951,1
Tbl1xr1,0.000199227,-0.324021918,0.92,0.927,1
Nr1d2,0.000200916,-0.604392844,0.54,0.701,1
Srp14,0.000202412,0.208073901,0.989,0.994,1
Tnfrsf12a,0.000204554,1.475820628,0.209,0.067,1
Crtac1,0.000205815,-0.272229528,0.995,0.988,1
Fdx2,0.00020625,0.324416399,0.947,0.921,1
Cdh18,0.000206506,-0.857955497,0.257,0.427,1
Grm7,0.000207708,-0.56835743,0.861,0.909,1
B4galnt1,0.000210904,1.059855568,0.444,0.244,1
Acat2,0.000210937,0.270334617,0.93,0.872,1
Lonrf2,0.000211814,-0.520535626,0.866,0.909,1
Dynlrb1,0.000213225,0.245996407,0.984,0.994,1
Cdk5,0.000213885,0.538817727,0.877,0.805,1
Acbd5,0.000214741,-0.361462525,0.904,0.945,1
Fbxo21,0.000217012,-0.521260692,0.642,0.768,1
Xiap,0.000217816,-0.328432662,0.93,0.951,1
Ddx17,0.000218978,-0.37352824,0.904,0.927,1
Xpo7,0.00022108,-0.474521009,0.754,0.835,1
Nkain1,0.000221347,1.021462147,0.364,0.183,1
Dnase1l1,0.000222266,0.968647331,0.337,0.152,1
Rnd3,0.00022323,0.79411112,0.39,0.22,1
Crmp1,0.00022386,-0.288549766,0.92,0.976,1
Nsd3,0.000224993,-0.424050907,0.856,0.86,1
Il6,0.000225216,0.971760769,0.316,0.14,1
Cuta,0.000225256,0.357691948,0.968,0.921,1
Enox1,0.000226465,-0.403539435,0.898,0.939,1
Tspan8,0.000227386,0.35189342,0.989,0.982,1
Slc41a1,0.000227794,0.893871793,0.476,0.293,1
AU040320,0.000228608,-0.264611633,0.631,0.744,1
Gm17018,0.000231541,0.418597473,0.947,0.909,1
Atxn1,0.0002374,-0.424158956,0.802,0.884,1
Kif21a,0.000241934,0.160818513,0.984,1,1
Lpp,0.000242695,0.607080496,0.69,0.5,1
Rnf19b,0.000242871,-0.551092639,0.684,0.726,1
Rab27b,0.000243863,-0.54915262,0.684,0.787,1
Nrsn1,0.000245944,-0.278571705,0.984,0.976,1
