,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Mms22l,0.888131977,-0.161700349,0.134,0.122,1
Caly,0.88820443,-0.132467706,0.374,0.366,1
Gchfr,0.88821782,-0.236613797,0.198,0.195,1
Klhl25,0.888225255,0.118809417,0.027,0.024,1
Ppp1r3e,0.888233027,0.10666671,0.62,0.579,1
A030005L19Rik,0.88826306,-0.417650108,0.011,0.012,1
Gm15445,0.88826306,-0.485950439,0.011,0.012,1
Gm16337,0.88826306,-0.485499439,0.011,0.012,1
Gm42869,0.88826306,-0.334858088,0.011,0.012,1
Gm43387,0.88826306,-0.352773857,0.011,0.012,1
Dennd2d,0.88826306,-0.277136887,0.011,0.012,1
Padi1,0.88826306,-0.454979126,0.011,0.012,1
Zfp600,0.88826306,-0.327039043,0.011,0.012,1
Mterf1b,0.88826306,-0.450455896,0.011,0.012,1
AI839979,0.88826306,-0.299709597,0.011,0.012,1
Actg2,0.88826306,-0.382714422,0.011,0.012,1
9330171B17Rik,0.88826306,-0.371399974,0.011,0.012,1
Gm44995,0.88826306,-0.562409232,0.011,0.012,1
Ccdc83,0.88826306,-1.542870545,0.011,0.012,1
Mfsd13b,0.88826306,-0.451896334,0.011,0.012,1
Gm45231,0.88826306,-0.530553052,0.011,0.012,1
Col12a1,0.88826306,-0.306410513,0.011,0.012,1
Cdcp1,0.88826306,-0.357641104,0.011,0.012,1
Gm29093,0.88826306,-0.39812225,0.011,0.012,1
Tmprss9,0.88826306,-0.358865057,0.011,0.012,1
B530045E10Rik,0.88826306,-0.369902866,0.011,0.012,1
Krt25,0.88826306,-0.345370218,0.011,0.012,1
Cdkl1,0.88826306,-0.618769343,0.011,0.012,1
Gm32635,0.88826306,-0.372967108,0.011,0.012,1
Hist1h2bb,0.88826306,-0.480125475,0.011,0.012,1
2010001K21Rik,0.88826306,-0.408234034,0.011,0.012,1
Gm32089,0.88826306,-0.366171597,0.011,0.012,1
Gm45645,0.88826306,-0.345480387,0.011,0.012,1
Serpine3,0.88826306,-0.38803831,0.011,0.012,1
4930517O19Rik,0.88826306,-0.268355436,0.011,0.012,1
Cldn10,0.88826306,-0.442226312,0.011,0.012,1
Prlr,0.88826306,-1.501931975,0.011,0.012,1
Gm48957,0.88826306,-0.328301142,0.011,0.012,1
Ip6k3,0.88826306,-0.541687577,0.011,0.012,1
Pcdha1,0.88826306,-0.509848733,0.011,0.012,1
Pcdhga2,0.88826306,-0.383768898,0.011,0.012,1
Magix,0.88826306,-0.484382568,0.011,0.012,1
Cybb,0.88826306,-0.314055483,0.011,0.012,1
P2ry10b,0.88826306,-0.401997485,0.011,0.012,1
Gm49785,0.88857449,-0.24223969,0.064,0.067,1
Kcng2,0.88857449,-0.191260737,0.064,0.067,1
Nifk,0.888582446,0.166037902,0.599,0.598,1
Zscan18,0.888703455,0.427528821,0.316,0.299,1
Gm43696,0.888838946,-0.248712168,0.123,0.122,1
Gm35248,0.889225424,0.241814035,0.064,0.061,1
Zfp354a,0.889926809,-0.111556677,0.166,0.171,1
Rab9,0.890166404,-0.195456413,0.759,0.671,1
Adam32,0.890410034,0.450016721,0.059,0.055,1
Ror2,0.890410034,0.173316408,0.059,0.055,1
Atg7,0.890781334,0.207877138,0.396,0.396,1
Cemip,0.891268281,0.209806875,0.027,0.024,1
Mocos,0.891319932,-0.192343844,0.118,0.11,1
Polg,0.891673853,-0.130711935,0.358,0.329,1
Plcl1,0.891775098,-0.17139915,0.299,0.299,1
Colq,0.891917609,-0.18125758,0.246,0.226,1
Fkbp5,0.891957559,-0.203361488,0.449,0.415,1
Fn1,0.892795621,-0.30321303,0.011,0.012,1
1700012E03Rik,0.892795621,-0.347259229,0.011,0.012,1
Nostrin,0.892795621,-0.38008253,0.011,0.012,1
Hpdl,0.892795621,-0.73029138,0.011,0.012,1
Gm13031,0.892795621,-0.242978294,0.011,0.012,1
2510017J16Rik,0.892795621,-0.579110227,0.011,0.012,1
Rassf6,0.892795621,-0.305205623,0.011,0.012,1
Far2os2,0.892795621,-0.216661752,0.011,0.012,1
Gm44699,0.892795621,-0.24497288,0.011,0.012,1
Gm17077,0.892795621,-0.266784901,0.011,0.012,1
Clec11a,0.892795621,-0.284742404,0.011,0.012,1
Gm15880,0.892795621,-0.258825234,0.011,0.012,1
Gm11175,0.892795621,-0.244787756,0.011,0.012,1
Iqch,0.892795621,-0.291310141,0.011,0.012,1
Lrig3,0.892795621,-0.960588964,0.011,0.012,1
Tespa1,0.892795621,-0.652740472,0.011,0.012,1
Rskr,0.892795621,-0.245022297,0.011,0.012,1
Tnfaip2,0.892795621,-0.695320501,0.011,0.012,1
Gm47882,0.892795621,-0.290048518,0.011,0.012,1
Gm49357,0.892795621,-0.233901911,0.011,0.012,1
Gm34934,0.892795621,-0.213358865,0.011,0.012,1
A730061H03Rik,0.892795621,-0.292262723,0.011,0.012,1
Mir17hg,0.892795621,-0.272418276,0.011,0.012,1
Cdh9,0.892795621,-0.470839511,0.011,0.012,1
Fbxo43,0.892795621,-0.267196268,0.011,0.012,1
Recql4,0.892795621,-0.203635534,0.011,0.012,1
Zdhhc23,0.892795621,-0.23491477,0.011,0.012,1
Lrfn2,0.892795621,-0.603858531,0.011,0.012,1
Pcdhb15,0.892795621,-0.233105009,0.011,0.012,1
Trpm6,0.892795621,-0.662258702,0.011,0.012,1
Papss2,0.892795621,-0.299514065,0.011,0.012,1
Gm35867,0.892795621,-2.709048428,0.011,0.012,1
Rgn,0.892795621,-0.277278978,0.011,0.012,1
Rhbdf1,0.892880557,-0.30469476,0.059,0.061,1
Smg9,0.893113743,-0.234010017,0.289,0.28,1
Gm10814,0.893339224,-0.13526018,0.091,0.091,1
Nek7,0.893464815,0.130891113,0.952,0.909,1
5330438D12Rik,0.893834012,-0.396615239,0.305,0.293,1
2810032G03Rik,0.893939809,-0.119520428,0.144,0.146,1
Lca5,0.894077065,0.625965037,0.16,0.159,1
Echdc1,0.894223757,0.171152846,0.652,0.659,1
Calcrl,0.894312909,0.508098105,0.027,0.024,1
4930549G23Rik,0.894341567,0.407667673,0.086,0.091,1
Ston2,0.894341845,0.429505044,0.118,0.11,1
Cep76,0.894403675,-0.204897942,0.064,0.067,1
Atat1,0.894528271,0.292139193,0.23,0.213,1
Slc9a3r2,0.894888559,-0.186990745,0.551,0.5,1
Ddx20,0.895463995,-0.124270174,0.08,0.085,1
Nacc1,0.895763961,-0.184002484,0.695,0.64,1
Zfp956,0.895793602,-0.266171159,0.144,0.14,1
Gramd1a,0.895873588,-0.315425807,0.497,0.457,1
Stk11ip,0.896129406,-0.306271495,0.358,0.341,1
Armcx6,0.89634802,-0.276359972,0.064,0.067,1
Gas2l1,0.896427207,-0.133702311,0.69,0.677,1
Senp5,0.896573091,0.162441273,0.85,0.811,1
Med9os,0.896938075,0.821001096,0.059,0.061,1
Kdm4c,0.896969831,-0.16407677,0.422,0.396,1
Cage1,0.897229367,-0.33750993,0.193,0.177,1
Frg2f1,0.897242132,-0.133876819,0.134,0.134,1
Col19a1,0.897331686,0.538772359,0.011,0.012,1
Gm28535,0.897331686,-0.170720991,0.011,0.012,1
Tfcp2l1,0.897331686,-0.12981121,0.011,0.012,1
Brinp3,0.897331686,0.101996238,0.011,0.012,1
Gm38155,0.897331686,-0.184489841,0.011,0.012,1
Mcm10,0.897331686,-0.218888025,0.011,0.012,1
Fam166a,0.897331686,-0.279908839,0.011,0.012,1
Gm14471,0.897331686,-0.200275653,0.011,0.012,1
Gm13594,0.897331686,-0.359560655,0.011,0.012,1
Sdcbp2,0.897331686,-0.188491791,0.011,0.012,1
Zfp966,0.897331686,-0.194164468,0.011,0.012,1
Gm29797,0.897331686,-0.185168868,0.011,0.012,1
Ect2,0.897331686,-0.167726214,0.011,0.012,1
Oaz3,0.897331686,-0.217493062,0.011,0.012,1
Esrp1,0.897331686,-0.286920619,0.011,0.012,1
Lepr,0.897331686,-1.399139023,0.011,0.012,1
Gm16401,0.897331686,-0.138245301,0.011,0.012,1
Gm28563,0.897331686,-0.173734219,0.011,0.012,1
Gm15637,0.897331686,0.273729224,0.011,0.012,1
Cntn4,0.897331686,-0.153885046,0.011,0.012,1
Vmn1r181,0.897331686,-0.127794807,0.011,0.012,1
Rgs9bp,0.897331686,-0.221839834,0.011,0.012,1
Me3,0.897331686,-0.219849487,0.011,0.012,1
4933432K03Rik,0.897331686,-0.21162703,0.011,0.012,1
Gdf15,0.897331686,-0.278884941,0.011,0.012,1
Abcc12,0.897331686,-0.236799868,0.011,0.012,1
1700030M09Rik,0.897331686,-0.586917392,0.011,0.012,1
Cpne7,0.897331686,-0.165886463,0.011,0.012,1
Pdgfd,0.897331686,-0.321792778,0.011,0.012,1
4930500F10Rik,0.897331686,-0.272501666,0.011,0.012,1
4930459C07Rik,0.897331686,-0.897761209,0.011,0.012,1
Etv4,0.897331686,-0.101766322,0.011,0.012,1
Platr19,0.897331686,-0.254357196,0.011,0.012,1
Gm32151,0.897331686,-0.171883236,0.011,0.012,1
Ecm2,0.897331686,-0.107860698,0.011,0.012,1
Gm48952,0.897331686,-0.170681081,0.011,0.012,1
I730030J21Rik,0.897331686,-0.356472447,0.011,0.012,1
Npff,0.897331686,-0.288420422,0.011,0.012,1
Csta2,0.897331686,-0.155551425,0.011,0.012,1
Gm49795,0.897331686,-0.324235438,0.011,0.012,1
Olfr1564,0.897331686,-0.189443549,0.011,0.012,1
Gypc,0.897331686,-0.199939061,0.011,0.012,1
Cdc25c,0.897331686,-1.146154882,0.011,0.012,1
Csf1r,0.897331686,-0.209347445,0.011,0.012,1
Casp7,0.897331686,-0.199705478,0.011,0.012,1
1700013H16Rik,0.897331686,-0.221404441,0.011,0.012,1
Taf7l,0.897331686,-0.195038628,0.011,0.012,1
Gm49291,0.897359095,0.696745536,0.027,0.024,1
Rinl,0.897538365,0.167508008,0.102,0.098,1
Rdh14,0.897897431,-0.101222408,0.631,0.622,1
Morn5,0.89809963,0.809014072,0.091,0.098,1
Rlbp1,0.898292989,-0.255296234,0.064,0.067,1
Pgap1,0.898639894,0.177744328,0.545,0.494,1
Sae1,0.899340105,0.184872997,0.807,0.793,1
Serhl,0.899509254,-0.452170653,0.316,0.311,1
Hcn3,0.899589633,-0.244573951,0.433,0.378,1
Map3k9,0.899651954,-0.446084206,0.182,0.171,1
Vmac,0.899822541,-0.280220182,0.257,0.238,1
Naa10,0.899856272,-0.17122896,0.529,0.506,1
Exoc2,0.899862286,0.172637995,0.701,0.671,1
Kcnk5,0.900120711,-0.153773066,0.053,0.049,1
Zfp276,0.900274066,-0.513723742,0.091,0.085,1
Tmco4,0.90039023,0.681512709,0.112,0.116,1
Tulp2,0.900406795,-1.577182991,0.027,0.024,1
Bmper,0.900406795,-0.181519979,0.027,0.024,1
2610027K06Rik,0.900406795,-0.145987123,0.027,0.024,1
Meak7,0.900766853,-0.19878815,0.139,0.128,1
D930028M14Rik,0.900797238,0.478929798,0.198,0.201,1
Glb1,0.900892977,-0.120697596,0.385,0.372,1
Zfp583,0.900893053,-0.171787632,0.267,0.25,1
Cxcl16,0.901211065,-0.130826959,0.107,0.11,1
Slc25a11,0.90134505,-0.120508259,0.914,0.866,1
Rfx1,0.901821609,-0.305719483,0.144,0.134,1
Rfx8,0.901871109,-0.158741567,0.011,0.012,1
Tmem37,0.901871109,-0.161721908,0.011,0.012,1
Slc30a10,0.901871109,0.221475021,0.011,0.012,1
Dlx1,0.901871109,-0.123901043,0.011,0.012,1
Oprl1,0.901871109,0.191545333,0.011,0.012,1
Hemgn,0.901871109,0.343809393,0.011,0.012,1
Gm10399,0.901871109,0.818118845,0.011,0.012,1
Mesp2,0.901871109,-0.166375525,0.011,0.012,1
Gsg1l,0.901871109,0.387942189,0.011,0.012,1
A830035O19Rik,0.901871109,-0.144852252,0.011,0.012,1
Gm48099,0.901871109,-0.132698178,0.011,0.012,1
Fam135b,0.901871109,0.193968521,0.011,0.012,1
Gpihbp1,0.901871109,0.212397723,0.011,0.012,1
Gm27151,0.901871109,0.407656769,0.011,0.012,1
Rnaseh2b,0.902076608,-0.608311177,0.23,0.207,1
Pnpla7,0.902759009,-0.116552696,0.107,0.11,1
4933421O10Rik,0.902916485,-0.230004294,0.214,0.207,1
1700034H15Rik,0.903455963,-0.130318472,0.027,0.024,1
Gm33051,0.903455963,-0.179800128,0.027,0.024,1
Gm26638,0.903455963,-0.201968917,0.027,0.024,1
Pxylp1,0.903455963,-0.347086948,0.027,0.024,1
Pbld1,0.903455963,-0.12067696,0.027,0.024,1
Ikzf3,0.903455963,-0.5314928,0.027,0.024,1
Gm48342,0.903455963,-0.116588138,0.027,0.024,1
Dok2,0.903455963,-0.423314211,0.027,0.024,1
Gm960,0.90366659,-0.134827054,0.091,0.085,1
Gm19710,0.903695648,-0.267647277,0.053,0.055,1
Efna2,0.904293531,-0.13074732,0.134,0.134,1
Dnah3,0.904514998,0.7361304,0.086,0.091,1
Dcun1d3,0.904561846,0.2729332,0.46,0.445,1
Elp6,0.904625536,0.46671293,0.257,0.244,1
Ddx19a,0.904759542,-0.10214434,0.214,0.201,1
Ptar1,0.905847903,-0.342647534,0.487,0.451,1
Slc25a42,0.905860804,-0.199900299,0.16,0.159,1
Pkd1,0.906081687,0.213157815,0.385,0.384,1
Ints1,0.906121263,-0.233538312,0.358,0.36,1
Gm26620,0.906413742,-0.105726117,0.011,0.012,1
Slpi,0.906413742,0.882018235,0.011,0.012,1
Gm26673,0.906413742,0.111967663,0.011,0.012,1
Gm39043,0.906413742,-0.122286617,0.011,0.012,1
Plk1,0.906413742,0.669246379,0.011,0.012,1
Zg16,0.906413742,0.816271868,0.011,0.012,1
Ptcra,0.906413742,0.760955141,0.011,0.012,1
Gm50207,0.906413742,0.437307391,0.011,0.012,1
Slc13a3,0.906506557,-0.291531581,0.027,0.024,1
BC030343,0.906506557,-0.13230393,0.027,0.024,1
4930527F14Rik,0.906506557,-0.180650565,0.027,0.024,1
Traf3,0.90674651,-0.139709624,0.578,0.555,1
Aif1,0.906828651,-0.175335149,0.086,0.079,1
Teddm2,0.906959196,0.119160256,0.07,0.067,1
Plpbp,0.907137313,-0.122968408,0.492,0.463,1
Dmap1,0.907593017,0.247434054,0.241,0.207,1
Tmem161b,0.908294945,-0.120884623,0.23,0.213,1
Csrnp1,0.90863733,-0.102975545,0.251,0.244,1
Lin52,0.908773798,-0.238759648,0.214,0.207,1
Nphp3,0.909115811,-0.329276332,0.086,0.085,1
Zfp867,0.90912639,-0.201059895,0.059,0.061,1
9930104L06Rik,0.9093475,-0.284740198,0.139,0.134,1
Gm26797,0.90955853,-0.533946139,0.027,0.024,1
Gm2824,0.90955853,-0.118194549,0.027,0.024,1
Gm26682,0.90955853,-0.16938813,0.027,0.024,1
Cyp2c55,0.90955853,-0.433259071,0.027,0.024,1
Tbc1d10b,0.909756944,0.142221291,0.77,0.695,1
Bcorl1,0.910288703,0.298295852,0.369,0.341,1
Apba3,0.91110484,-0.35303875,0.16,0.159,1
Nog,0.912080461,-0.888737947,0.086,0.079,1
Cfap206,0.912155464,-0.383214369,0.091,0.085,1
4833415N18Rik,0.912219723,-0.350466147,0.053,0.055,1
Rabl2,0.912451143,-0.12329658,0.374,0.341,1
Gm26512,0.912611838,-0.217041778,0.027,0.024,1
Tbl3,0.912652615,-0.257424363,0.241,0.232,1
Zfp942,0.913039196,-0.329938685,0.251,0.226,1
Iigp1,0.913170433,-0.595183723,0.193,0.183,1
Gm20033,0.913184579,-0.278418123,0.225,0.207,1
Klhdc9,0.913194065,-0.137021948,0.059,0.061,1
Abat,0.913253425,-0.13074739,0.209,0.195,1
Col4a4,0.913269063,-0.377869515,0.059,0.055,1
Emsy,0.913433969,-0.531456765,0.449,0.445,1
Adgrg2,0.91435236,-0.461708516,0.053,0.055,1
Unk,0.914540279,0.399676579,0.289,0.268,1
Plppr4,0.91491053,-0.688202273,0.209,0.201,1
Tmco6,0.914969221,-0.253830509,0.171,0.159,1
Cnnm1,0.91506906,-0.147290407,0.289,0.268,1
Cmtm6,0.915082575,-0.175840352,0.39,0.36,1
E4f1,0.91527478,0.648390647,0.235,0.244,1
Mettl5os,0.915351009,-0.282385261,0.059,0.055,1
6430571L13Rik,0.915351009,-0.144753676,0.059,0.055,1
Zbbx,0.915666437,-0.454059228,0.027,0.024,1
Gm31152,0.915666437,-0.410634649,0.027,0.024,1
Clec18a,0.915666437,-1.727625127,0.027,0.024,1
Ccng2,0.915699909,0.26509463,0.406,0.396,1
Chpf,0.916340348,-0.119597398,0.706,0.652,1
Fbxo16,0.916409895,-0.374848571,0.155,0.152,1
Bhlha9,0.917004719,-0.833513215,0.134,0.134,1
Kdm1b,0.917108951,-0.130917405,0.144,0.146,1
Shroom2,0.917264015,-0.259374837,0.059,0.061,1
Tbx2,0.917433536,-0.347428913,0.059,0.055,1
Tram1,0.9175048,0.224948205,0.588,0.53,1
Mtcp1,0.91861947,-0.337750153,0.053,0.055,1
Nuak2,0.918722282,-0.277599547,0.027,0.024,1
Lpxn,0.918722282,-0.668336922,0.027,0.024,1
Dus3l,0.918850137,0.25714068,0.305,0.299,1
Gm20337,0.918953836,-0.136839384,0.091,0.085,1
E230025N22Rik,0.918953836,0.80409247,0.091,0.085,1
Zfp60,0.919104979,-0.125030302,0.396,0.36,1
Thoc6,0.919231879,-0.291977399,0.39,0.354,1
Scn1a,0.91929981,-0.153549241,0.059,0.061,1
Spry1,0.919312081,0.382605955,0.032,0.03,1
Pcolce,0.919312081,0.247516071,0.032,0.03,1
Fadd,0.919312081,0.477884273,0.032,0.03,1
Cars2,0.919493528,-0.264871001,0.214,0.201,1
AC166172.1,0.91951663,-0.191132992,0.059,0.055,1
Gm45871,0.919783419,-0.138670094,0.155,0.146,1
Cdca8,0.919802161,-0.401170393,0.053,0.049,1
Igsf11,0.920542329,-0.318373318,0.144,0.14,1
Ssx2ip,0.920544705,-0.118566252,0.39,0.366,1
Gm46515,0.920753911,-0.246344767,0.053,0.055,1
Lyrm7,0.920866634,0.363085443,0.246,0.232,1
Uckl1,0.921211449,-0.150014779,0.251,0.232,1
Edem1,0.921549263,0.128968066,0.246,0.244,1
Mthfd1l,0.922327791,0.132530619,0.326,0.311,1
Leng1,0.922718805,0.109789698,0.353,0.335,1
Myo1d,0.922822626,-0.143186502,0.759,0.701,1
K230015D01Rik,0.92320304,-0.293794838,0.15,0.146,1
Hspbap1,0.923440293,-0.507849197,0.225,0.213,1
Pgm2,0.923462474,-1.028751384,0.091,0.091,1
Zfp395,0.92369016,-0.157927828,0.096,0.091,1
Gatm,0.924263857,-0.176280739,0.754,0.756,1
D10Wsu102e,0.924394636,-0.103946832,0.497,0.463,1
Tyk2,0.924409215,-0.130827421,0.155,0.152,1
5330439K02Rik,0.924487486,-0.135484038,0.15,0.152,1
Cdk5rap1,0.924558184,-0.152047407,0.15,0.146,1
Nckipsd,0.925816662,-0.114633807,0.572,0.549,1
Golga1,0.926140263,-0.125506445,0.636,0.604,1
3830408C21Rik,0.926159333,-0.509602954,0.139,0.134,1
Usp40,0.926181987,-0.187698161,0.289,0.268,1
4930488L21Rik,0.926198425,-0.100391529,0.139,0.128,1
Gm3448,0.926606863,-0.36875717,0.048,0.049,1
Pknox1,0.927072425,-0.439192507,0.406,0.378,1
Acad10,0.927488768,0.788710437,0.219,0.22,1
Oasl1,0.927634859,0.486915923,0.032,0.03,1
Gm32916,0.927634859,-2.741119874,0.032,0.03,1
Prodh,0.927688259,-0.116250584,0.128,0.128,1
Uprt,0.927854388,-0.143527511,0.059,0.055,1
Uqcrc2,0.928068103,0.168428604,0.872,0.841,1
Slc25a37,0.92819413,-0.296048683,0.326,0.305,1
Gm30489,0.928311178,0.197605418,0.086,0.091,1
Hmox1,0.928364939,-0.34749306,0.203,0.195,1
Rph3al,0.928411795,-0.163570238,0.155,0.152,1
Qrsl1,0.929079763,-0.106014161,0.289,0.274,1
Epc2,0.92909046,-0.196517062,0.594,0.591,1
Sh2d5,0.929193163,-0.266904331,0.118,0.11,1
Gm50240,0.929209957,-0.133231091,0.326,0.305,1
Oxld1,0.929262634,-0.123257396,0.46,0.445,1
Slc35b4,0.930180703,-0.130864215,0.535,0.512,1
Gm16083,0.930473678,-0.135958651,0.551,0.518,1
Zfp518a,0.930702434,0.376764995,0.278,0.274,1
E2f2,0.930710139,-0.144288069,0.209,0.207,1
Pdlim5,0.930754965,-0.165940273,0.588,0.543,1
Mrpl9,0.931495285,-0.151234341,0.567,0.512,1
Tor2a,0.931567967,-0.208997326,0.144,0.14,1
Nup37,0.931673148,-0.233875704,0.139,0.14,1
Rpl36a-ps1,0.931719446,-0.105600308,0.283,0.28,1
Tepsin,0.93223112,-0.234968894,0.118,0.11,1
4930588A03Rik,0.932567874,-0.181029366,0.091,0.085,1
Rbmx,0.932672483,-0.193919388,0.316,0.299,1
Thrsp,0.933187836,-0.118296726,0.032,0.03,1
Gm20559,0.933221238,0.108868406,0.374,0.372,1
Lmbr1,0.933281201,0.108724892,0.647,0.628,1
6720468P15Rik,0.933572017,-0.215450638,0.053,0.055,1
Slc9a7,0.933648699,-0.281220763,0.187,0.183,1
Ddx58,0.934692525,-0.247494621,0.492,0.433,1
Fam185a,0.935350272,0.349291382,0.064,0.067,1
4930503L19Rik,0.93542309,0.228114616,0.246,0.232,1
Slc30a1,0.935776473,0.300949045,0.214,0.207,1
Il11,0.935965562,1.648889277,0.032,0.03,1
Slco2a1,0.935965562,0.153925605,0.032,0.03,1
Nfatc2ip,0.936970084,-0.350020726,0.187,0.177,1
Lsamp,0.937074744,0.425813517,0.492,0.506,1
Nrcam,0.937278875,0.225413837,0.39,0.384,1
E430024P14Rik,0.937305255,-0.240170836,0.064,0.067,1
Cavin4,0.937848715,-0.276665676,0.053,0.055,1
Clba1,0.937934751,-0.243020162,0.144,0.134,1
Gm11290,0.93797561,-0.300250241,0.198,0.201,1
M6pr,0.938029372,-0.179516563,0.701,0.652,1
Gm45847,0.938280949,-0.140031811,0.166,0.165,1
Trim59,0.938288351,0.139212735,0.08,0.079,1
Mttp,0.938392736,-0.184574941,0.214,0.201,1
2310057M21Rik,0.938533184,-0.308107513,0.38,0.366,1
Rxfp1,0.938547526,-0.302547512,0.102,0.104,1
Gm45885,0.938744067,-0.183315226,0.032,0.03,1
A930016O22Rik,0.938759464,-0.466730696,0.123,0.122,1
Coasy,0.938814244,0.271112284,0.433,0.415,1
Slc17a5,0.940287769,0.387438626,0.487,0.518,1
Vwa1,0.940481027,-0.37524191,0.214,0.207,1
Greb1,0.94087478,-0.126452674,0.166,0.165,1
Ccnh,0.941241879,-0.251344844,0.487,0.451,1
Zfp607a,0.941523318,-0.117808983,0.032,0.03,1
Gm5441,0.941523318,-0.170667532,0.032,0.03,1
Tubd1,0.941599385,-1.102884735,0.139,0.134,1
Coq4,0.941797887,0.153069771,0.353,0.348,1
Emcn,0.942199581,0.969195666,0.037,0.037,1
Zxdc,0.942226653,-0.121040726,0.23,0.226,1
Zfp58,0.942285125,0.721885167,0.128,0.122,1
Gm38134,0.942383334,-0.3759521,0.048,0.049,1
Sfrp1,0.943275648,0.148510714,0.321,0.305,1
Trdmt1,0.943566541,-0.206913976,0.128,0.128,1
Cfap99,0.944240145,-0.198414902,0.118,0.116,1
Lef1,0.944303281,-0.134864272,0.032,0.03,1
Peg10,0.944303281,-0.27846439,0.032,0.03,1
Dnah2,0.944303281,-0.15665669,0.032,0.03,1
Farp1,0.944386531,-0.113461865,0.652,0.61,1
Osgepl1,0.944627089,-0.256947583,0.299,0.287,1
Ppt2,0.944806246,-0.151918615,0.326,0.299,1
H2-Eb1,0.945323164,-0.17730042,0.134,0.134,1
Ccn1,0.945389296,-0.139682516,0.337,0.329,1
Ago1,0.945489474,-0.1087525,0.214,0.201,1
E430024I08Rik,0.94579805,-0.802675632,0.171,0.165,1
Mapk1ip1,0.946499758,-0.153860654,0.401,0.354,1
Bbof1,0.947058849,-0.273856762,0.123,0.116,1
Drc1,0.947083923,-0.740771043,0.032,0.03,1
Gm50285,0.947083923,-0.154844361,0.032,0.03,1
Erich1,0.94730971,-0.257026319,0.332,0.311,1
Arfgap2,0.947895357,-0.115416414,0.487,0.476,1
Caskin2,0.947907081,-0.252024231,0.091,0.085,1
Slc30a7,0.948380602,0.40039874,0.396,0.384,1
Gm15738,0.948548039,-0.121978169,0.053,0.055,1
Mpst,0.949112796,-0.314852394,0.278,0.25,1
A330033J07Rik,0.949151968,-0.39591086,0.048,0.049,1
Setd1a,0.949165426,-0.16983574,0.406,0.39,1
Dclre1c,0.949369877,-0.103736972,0.171,0.171,1
Plekha8,0.949660867,0.106093314,0.246,0.238,1
Prpf4,0.949791257,-0.225266612,0.385,0.341,1
Wdr43,0.950124259,-0.100422528,0.476,0.445,1
Tspan9,0.950899613,-0.125657433,0.107,0.11,1
Mlx,0.950965905,0.132952592,0.46,0.457,1
Pigo,0.95140902,-0.237261654,0.048,0.049,1
AC171003.1,0.95140902,-0.294207905,0.048,0.049,1
Aimp2,0.951423603,-0.159882536,0.471,0.445,1
Ndufaf1,0.952159013,-0.107274215,0.497,0.439,1
Snhg18,0.952174412,-0.578419063,0.316,0.299,1
Traf2,0.952318996,-0.346252486,0.086,0.085,1
Farsa,0.952454076,-0.170462725,0.241,0.244,1
4933404O12Rik,0.952578892,0.14078291,0.08,0.079,1
Gm45051,0.952647107,-0.393082729,0.032,0.03,1
Nxpe4,0.953325795,0.28731764,0.476,0.488,1
Cdca4,0.953695904,-0.887086526,0.091,0.091,1
Ntrk3,0.953799378,0.336362444,0.155,0.152,1
Lrwd1,0.953959582,-0.193425174,0.128,0.122,1
Herc4,0.954017748,-0.116527814,0.513,0.47,1
Def6,0.954120711,-0.718891769,0.214,0.195,1
Phf7,0.954421056,-0.114951064,0.182,0.183,1
Slc16a9,0.95463332,-0.734542053,0.075,0.073,1
Gjc1,0.954972214,-0.113225751,0.053,0.055,1
Cdc42ep1,0.955028564,0.225527578,0.037,0.037,1
Stk17b,0.955527236,-0.203436128,0.102,0.098,1
Ints9,0.955632461,0.132225342,0.396,0.39,1
1700037C18Rik,0.955655022,0.974076037,0.139,0.134,1
Fkbp9,0.95613227,0.109246223,0.155,0.146,1
Zfp653,0.956449974,-0.22624475,0.171,0.159,1
Gm47962,0.956811421,-0.600487193,0.043,0.043,1
Gm49767,0.956811421,-0.291395602,0.043,0.043,1
Gm46633,0.956811421,0.332782703,0.043,0.043,1
Med12,0.956909061,-0.124212463,0.305,0.293,1
Nupr1l,0.95696941,-0.365058487,0.064,0.061,1
Golm1,0.957052431,0.366929269,0.171,0.171,1
Fbxl4,0.957317121,-0.213697806,0.412,0.39,1
Scrt1,0.957431693,-0.136820499,0.332,0.311,1
Dtx2,0.957701434,-0.755014752,0.134,0.128,1
Slc16a6,0.957942026,-0.274641201,0.08,0.079,1
Gm36033,0.958212599,-0.255894125,0.032,0.03,1
Insyn2b,0.958212599,-0.240529668,0.032,0.03,1
Zbtb40,0.958448192,-0.188029061,0.16,0.159,1
Lor,0.958679674,-0.140670117,0.07,0.067,1
Zfp566,0.958679674,-0.328618814,0.07,0.067,1
Gm10827,0.958679674,-0.119378068,0.07,0.067,1
Aurka,0.959208634,-1.657791414,0.043,0.043,1
Syndig1l,0.959436601,-0.201838522,0.364,0.36,1
Nutf2,0.95946728,-0.168016657,0.128,0.128,1
Ccdc141,0.959478302,-0.174959492,0.209,0.201,1
Rbm4,0.959542417,-0.16554065,0.278,0.256,1
Egfl8,0.959800675,-0.32504131,0.128,0.122,1
Dis3l2,0.960008845,0.194110536,0.481,0.47,1
Chmp1b,0.960051296,-0.15233371,0.679,0.622,1
Gemin5,0.960496581,-0.567721704,0.219,0.201,1
4931428F04Rik,0.960546148,-0.296700232,0.444,0.427,1
