,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Cmpk2,2.58E-06,-0.168244798,0.246,0.445,0.060029581
Pmvk,2.58E-06,0.278477436,0.973,0.963,0.060037951
Pfkfb3,2.60E-06,0.137389165,0.652,0.409,0.060589441
Ctnnd1,2.64E-06,-0.264752874,0.834,0.872,0.061551299
Scx,2.68E-06,-0.197412584,0.31,0.518,0.062353865
Sdcbp,2.70E-06,-0.254397438,0.989,1,0.062913902
Raf1,2.70E-06,-0.231094445,0.679,0.793,0.062932461
Gpr146,2.70E-06,0.209991807,0.642,0.421,0.062938043
1110008P14Rik,2.72E-06,0.261876582,0.979,0.982,0.063233496
Dgkh,2.73E-06,0.466841646,0.968,0.963,0.063536965
Camk2a,2.81E-06,-0.298178854,0.866,0.933,0.065427154
Rpl11,2.83E-06,0.227659638,0.989,0.994,0.065898415
Rps11,2.88E-06,0.155784392,0.995,0.994,0.067095802
Gabarapl2,2.89E-06,0.254679564,0.989,0.994,0.067268187
Agbl4,2.89E-06,-0.331870247,0.578,0.744,0.067324936
Clu,2.91E-06,-0.298290758,0.914,0.945,0.067684752
Sod2,2.92E-06,0.255588603,0.963,0.933,0.068034234
Serpinb1a,2.97E-06,0.127736655,0.182,0.024,0.069120183
Rpl12,2.97E-06,0.282273785,0.984,0.957,0.06917871
Prkar2b,2.99E-06,0.288748038,0.909,0.768,0.069542448
Gm12709,3.16E-06,-0.238629453,0.599,0.738,0.07348305
Gpx3,3.22E-06,0.306554746,0.813,0.634,0.074921105
Myl6,3.33E-06,0.323608698,1,1,0.077651056
Osbpl9,3.43E-06,-0.288489956,0.861,0.89,0.079929915
Ndufb7,3.46E-06,0.261564666,0.989,0.97,0.08047041
Katnal1,3.54E-06,-0.194902237,0.743,0.793,0.082505289
Far2,3.58E-06,-0.156729236,0.455,0.61,0.083417015
Ppp2r2c,3.61E-06,-0.290234565,0.941,0.994,0.08400488
Glrx3,3.70E-06,0.243783848,0.952,0.915,0.086158297
Naca,3.81E-06,0.195944103,0.995,0.976,0.088652282
Fnbp1l,3.83E-06,-0.198229625,0.717,0.817,0.089076618
Gm10076,3.84E-06,-0.278808471,0.973,0.982,0.089321897
Ica1,3.86E-06,-0.232170484,0.626,0.787,0.090005074
Tmem229a,3.97E-06,-0.239833459,0.807,0.866,0.092388159
Aplp2,4.02E-06,-0.228344538,0.957,0.976,0.093706042
Mrps15,4.03E-06,0.223385685,0.947,0.909,0.093847928
Scpep1,4.07E-06,0.358686584,0.872,0.817,0.094721321
Ppp2r2b,4.15E-06,0.217528219,0.989,0.988,0.096640582
Stbd1,4.28E-06,-0.178215187,0.583,0.75,0.099724567
Ccdc124,4.31E-06,0.28218133,0.952,0.927,0.100398335
Zcchc18,4.41E-06,0.250258656,0.984,0.976,0.102681592
Astn1,4.44E-06,-0.232418309,0.845,0.854,0.103472995
Trio,4.50E-06,-0.244274183,0.882,0.921,0.104703596
Ndufb9,4.50E-06,0.248965813,0.995,0.988,0.104785221
Med10,4.50E-06,0.24123891,0.914,0.89,0.104798648
Ctsl,4.54E-06,0.493132238,0.979,0.951,0.105802833
Cebpd,4.58E-06,0.236060185,0.674,0.421,0.106545548
Cyb5r3,4.58E-06,0.2149412,0.984,0.97,0.106639336
Dlg2,4.70E-06,-0.355164301,0.92,0.957,0.109356995
Rpl22l1,4.83E-06,0.165517412,0.989,0.994,0.112446749
Nmnat2,4.92E-06,-0.270642282,0.93,0.951,0.11446638
Timp1,5.10E-06,0.112873573,0.198,0.037,0.118736198
Ptrhd1,5.24E-06,0.246159676,0.952,0.835,0.121964794
Ppm1b,5.26E-06,-0.224070399,0.92,0.951,0.122407603
Upb1,5.30E-06,-0.181150619,0.428,0.646,0.123451734
Tm9sf2,5.31E-06,-0.240535035,0.941,0.945,0.123770543
Canx,5.37E-06,-0.193426126,0.989,0.97,0.124943202
Plp2,5.50E-06,0.160925077,0.695,0.445,0.127981258
Cavin3,5.59E-06,0.298759003,0.866,0.683,0.13019426
Gmps,5.66E-06,-0.23170388,0.882,0.957,0.131885175
Tmem8b,5.73E-06,-0.220459149,0.658,0.75,0.133368901
Igfbp2,5.75E-06,-0.152608314,0.155,0.354,0.133921009
Rusc2,5.97E-06,-0.213599102,0.668,0.756,0.139124393
Usp11,6.11E-06,-0.214054196,0.626,0.768,0.142335399
Fam102a,6.16E-06,0.203835314,0.727,0.561,0.14352361
Bcor,6.36E-06,-0.216104226,0.663,0.793,0.148130564
Kcnab1,6.45E-06,-0.225113476,0.995,0.988,0.150294412
Ndrg2,6.53E-06,0.237538893,0.963,0.957,0.152072222
Ccdc92,6.75E-06,0.247624894,0.979,0.97,0.157137533
Mbnl1,6.80E-06,-0.218748128,0.973,0.982,0.158319292
Rps4x,6.94E-06,0.223942905,0.995,0.994,0.161510117
Gm42418,6.95E-06,-0.103678792,1,0.988,0.161910774
Alcam,7.14E-06,-0.325271594,0.791,0.884,0.166287169
Cltb,7.30E-06,0.208407403,0.963,0.957,0.170013505
Tppp,7.51E-06,-0.154100095,0.406,0.579,0.17498627
Sh3gl2,7.54E-06,-0.244898823,0.941,0.97,0.175505047
Thsd7a,7.80E-06,0.476892482,0.615,0.421,0.181542067
Fabp3,8.03E-06,0.265327568,0.936,0.915,0.186976816
Lrfn5,8.08E-06,-0.196543376,0.417,0.61,0.188245375
Hs2st1,8.12E-06,0.234463757,0.818,0.622,0.189150333
Kcnj3,8.27E-06,-0.255179573,0.765,0.841,0.192636408
Hcn1,8.29E-06,0.166328761,0.578,0.341,0.193163501
Celf2,8.45E-06,-0.278321866,0.92,0.933,0.196887752
Osbpl3,8.48E-06,0.301756063,0.952,0.957,0.197525431
Plekha5,8.91E-06,-0.354054954,0.856,0.945,0.207385481
Cyb5r1,8.94E-06,-0.317859271,0.963,0.976,0.20810578
mt-Nd5,8.96E-06,-0.290401274,0.984,0.994,0.208679043
Atp6v0e,8.97E-06,0.213366818,0.888,0.829,0.208957165
Deptor,9.31E-06,-0.134918986,0.299,0.488,0.216927572
Srgap3,9.44E-06,-0.256777649,0.92,0.939,0.219946931
Lats2,9.47E-06,-0.177422121,0.733,0.774,0.220653642
Large1,9.62E-06,-0.293793366,0.882,0.927,0.22412564
Clstn1,9.89E-06,-0.232280053,0.936,0.957,0.230308148
Prrc2b,9.90E-06,-0.244131248,0.968,0.976,0.230627273
Hnrnph1,1.04E-05,-0.239667451,0.872,0.927,0.241311288
Atp1a1,1.07E-05,0.277277962,0.989,1,0.248163273
Atp5f1,1.08E-05,0.225101039,0.989,0.963,0.251778967
Adam19,1.10E-05,0.198352112,0.872,0.774,0.255558645
Plec,1.10E-05,0.200970767,0.979,0.976,0.256718158
Dync1i2,1.10E-05,-0.190971022,0.984,1,0.256746999
Tuba1a,1.11E-05,0.260635502,1,1,0.259252862
Tbc1d9,1.13E-05,-0.257006288,0.882,0.951,0.262672174
Eif6,1.13E-05,0.186830245,0.877,0.707,0.263994016
Epn2,1.16E-05,-0.225641463,0.85,0.939,0.269324713
Dock3,1.18E-05,-0.258710872,0.829,0.878,0.273767069
Mdfic,1.19E-05,-0.302019417,0.829,0.86,0.277454638
Cxxc4,1.20E-05,-0.21427272,0.824,0.884,0.278450531
Dnm1,1.20E-05,-0.239792475,0.947,0.97,0.278575991
Prelid1,1.24E-05,0.225242482,0.979,0.957,0.288298072
Frmpd1,1.25E-05,-0.238568493,0.93,0.957,0.291349734
Ksr2,1.26E-05,-0.269998411,0.674,0.787,0.292462998
Arl8a,1.29E-05,0.183309117,0.995,0.988,0.299733269
Pdcd10,1.31E-05,0.185662232,0.963,0.982,0.304762564
Eif4a1,1.31E-05,0.250060012,0.973,0.951,0.305414294
Rab2a,1.34E-05,0.180876476,0.984,0.982,0.31224388
Hs3st2,1.38E-05,-0.244375671,0.364,0.543,0.321153974
Eif5,1.38E-05,0.208564539,0.973,0.957,0.32127275
Nme1,1.42E-05,0.291614083,0.984,0.976,0.331562721
Gm26871,1.47E-05,-0.360706009,0.802,0.884,0.343151616
Coro2b,1.48E-05,-0.203349706,0.957,0.963,0.344337836
Vps41,1.48E-05,-0.206570506,0.952,0.957,0.345057448
Dnajc15,1.51E-05,0.308946259,0.947,0.927,0.352047585
Llph,1.54E-05,0.203508754,0.952,0.89,0.358114208
Ube2r2,1.55E-05,-0.248668515,0.957,0.976,0.361295768
Pde2a,1.56E-05,-0.154719977,0.439,0.634,0.363807815
Rpl24,1.56E-05,0.157301942,1,0.994,0.364035992
Cdh2,1.56E-05,-0.281384465,0.893,0.933,0.364193055
Ube2m,1.58E-05,0.197461975,0.984,0.976,0.368381144
Rps9,1.59E-05,0.169371284,0.989,0.994,0.370170153
Rims3,1.60E-05,-0.271617077,0.957,0.994,0.373661148
Psma4,1.61E-05,0.184548122,0.93,0.854,0.373908838
Exoc6b,1.66E-05,0.427248789,0.925,0.872,0.386361847
Crebrf,1.69E-05,-0.182925967,0.925,0.951,0.392897206
Rpl13a,1.70E-05,0.207045112,0.995,0.982,0.396652191
Cgnl1,1.71E-05,-0.172354094,0.31,0.524,0.398145422
Dgki,1.72E-05,-0.313048686,0.861,0.915,0.399466676
Cdh10,1.73E-05,-0.259505482,0.545,0.689,0.401728144
H2afj,1.76E-05,0.245836869,0.963,0.951,0.409772132
Gm41609,1.76E-05,0.24999733,0.567,0.354,0.410111711
Pwwp3a,1.77E-05,-0.183212234,0.604,0.726,0.411824037
Mocs2,1.80E-05,0.219330061,0.979,0.957,0.418813414
Marf1,1.82E-05,-0.169005225,0.941,0.957,0.423386955
Ldha,1.82E-05,0.210019573,0.984,1,0.424940442
Slc4a8,1.84E-05,0.173589829,0.684,0.457,0.427440985
Cnpy2,1.85E-05,0.187649921,0.84,0.713,0.431044689
Mpc1,1.86E-05,0.20386867,0.984,1,0.433075168
Sybu,1.94E-05,-0.213583198,0.759,0.848,0.452792563
Acvr1,1.96E-05,0.242472339,0.824,0.707,0.457400198
Nelfcd,1.97E-05,0.205019233,0.834,0.713,0.457789017
Atp1b2,1.97E-05,0.176058147,0.503,0.287,0.458156363
Pqlc3,1.99E-05,-0.207486613,0.588,0.744,0.463575486
Tbc1d19,2.00E-05,0.249275818,0.797,0.616,0.466082346
Spcs1,2.01E-05,0.256725718,0.979,0.963,0.469232211
Phb2,2.04E-05,0.152730372,0.834,0.659,0.474043042
Tmem79,2.05E-05,0.145837495,0.604,0.384,0.476862476
Eml6,2.08E-05,-0.208710875,0.481,0.671,0.485053736
Arhgef40,2.09E-05,-0.140063075,0.39,0.555,0.485855538
Matr3,2.14E-05,-0.218576467,0.968,0.982,0.498913521
Tcaf2,2.16E-05,0.155441566,0.519,0.311,0.502207133
Prkar1b,2.16E-05,-0.202701235,0.995,1,0.503710436
Selenot,2.17E-05,0.290255108,0.963,0.951,0.505713061
Nbl1,2.17E-05,-0.209248594,0.979,0.994,0.506072089
Tenm2,2.18E-05,-0.380920011,0.914,0.957,0.507120625
Ampd2,2.24E-05,-0.164957236,0.374,0.543,0.522437986
Nmb,2.24E-05,-0.217814746,0.476,0.64,0.522732863
Mpc2,2.25E-05,0.233664241,0.984,0.963,0.522928796
Slc35a3,2.28E-05,-0.16315838,0.332,0.506,0.531906223
Cfl1,2.29E-05,0.178602277,0.995,0.994,0.534174071
Serf1,2.32E-05,-0.238787545,0.973,0.976,0.539123721
Rras,2.32E-05,0.288226514,0.979,0.945,0.540217001
Eif2s2,2.38E-05,0.172984203,0.968,0.982,0.553199433
Clasp1,2.41E-05,-0.135206938,0.93,0.927,0.561840458
Rpl5,2.45E-05,0.191023818,0.979,0.963,0.571587478
Ufc1,2.49E-05,0.23797215,0.979,0.927,0.580626336
Nrp1,2.50E-05,0.140857071,0.422,0.22,0.581145598
Shisa6,2.68E-05,-0.240111048,0.471,0.665,0.623548285
Pirt,2.68E-05,-0.156545739,1,0.994,0.624703346
Tex2,2.77E-05,-0.268940621,0.84,0.854,0.644652179
Bend6,2.86E-05,-0.177835198,0.845,0.884,0.6649247
Ndufa6,2.86E-05,0.184218091,0.973,0.97,0.665019376
Rpl31,2.98E-05,0.160489559,0.984,0.988,0.695092636
Kcnc2,3.04E-05,-0.218897575,0.69,0.799,0.707728698
Fkbp4,3.14E-05,-0.194983375,0.984,0.988,0.731370689
Med29,3.15E-05,0.19340981,0.786,0.628,0.733729666
Nol4,3.17E-05,-0.169721184,0.299,0.451,0.738859042
Timm23,3.25E-05,0.216465423,0.941,0.909,0.757849721
Kdr,3.27E-05,0.123255027,0.219,0.061,0.762238602
Galnt13,3.28E-05,-0.295339402,0.872,0.921,0.764847971
Gnl3l,3.29E-05,-0.209235039,0.952,0.97,0.767254112
Kifap3,3.35E-05,0.165239178,0.979,0.988,0.780136455
Arhgap12,3.35E-05,-0.190019585,0.727,0.823,0.780684225
Arid5a,3.37E-05,0.158827594,0.535,0.329,0.785324025
Ppia,3.41E-05,0.315839043,1,1,0.794666048
Ndufv3,3.44E-05,0.292540738,0.979,0.976,0.801923832
Acp1,3.51E-05,0.18443062,0.968,0.97,0.818541572
Khdrbs2,3.55E-05,-0.361280536,0.882,0.896,0.825603457
Actg1,3.57E-05,0.167428483,1,1,0.832031588
Fam155a,3.57E-05,-0.360536025,0.92,0.957,0.832101423
Raph1,3.61E-05,-0.212325979,0.909,0.945,0.840490481
Kcnb2,3.64E-05,-0.31728334,0.989,0.994,0.847435776
Atpif1,3.71E-05,0.258216516,1,1,0.86311909
Clasp2,3.85E-05,-0.209568911,0.888,0.945,0.896463721
Commd4,3.90E-05,0.219223103,0.797,0.585,0.907254236
Pdlim7,3.90E-05,0.245736965,0.979,0.982,0.907606167
Zfp580,3.91E-05,0.234819315,0.861,0.72,0.910292108
Csnk1g3,4.02E-05,-0.180198749,0.877,0.927,0.935309308
Cadps2,4.05E-05,-0.153661747,0.369,0.573,0.943327601
Apbb2,4.11E-05,-0.247370816,0.904,0.927,0.957824218
Cyld,4.12E-05,-0.128143881,0.642,0.78,0.95896496
Mfn2,4.15E-05,-0.219151805,0.957,0.976,0.9671904
Nbdy,4.19E-05,0.213279511,0.979,0.963,0.976183969
Fgf11,4.23E-05,0.147250375,0.326,0.146,0.98525383
Atp8a1,4.25E-05,-0.244402498,0.973,0.976,0.989657395
Dclk3,4.29E-05,0.142804654,0.567,0.36,0.999658837
Cckar,0.00875572,0.848989526,0.545,0.488,1
Tagln2,0.000269999,0.664515592,0.626,0.53,1
Fabp7,0.009318909,0.478240568,0.69,0.604,1
Cartpt,0.100752568,0.397693262,0.936,0.951,1
Sparc,0.000177422,0.371277332,0.636,0.476,1
Pkib,0.000107376,0.369372926,0.866,0.86,1
Syn3,0.014276242,0.351034785,0.813,0.768,1
Apoe,0.033453699,0.349987037,0.936,0.902,1
Hspb1,0.001028239,0.333392072,0.979,0.97,1
Ubb,0.001167066,0.330967571,1,0.994,1
Plp1,0.003320801,0.322890142,0.62,0.482,1
Ceacam10,0.000142717,0.311555349,0.551,0.372,1
Lmo1,0.000310835,0.310780215,0.481,0.311,1
Ifitm3,0.000145864,0.309358759,0.652,0.512,1
Ndufb6,0.000165452,0.302398398,0.968,0.97,1
Ptn,0.002432296,0.299488566,0.647,0.53,1
Ndufs3,0.004395879,0.299332833,0.882,0.793,1
Rabac1,8.68E-05,0.297955363,0.989,0.994,1
Chl1,9.47E-05,0.295313592,0.963,0.963,1
Trappc1,0.000146049,0.294220715,0.914,0.896,1
Trpa1,0.00897044,0.290875424,0.979,0.97,1
Slit3,0.008117429,0.288620779,0.594,0.5,1
Dctn3,0.000455464,0.287802408,0.984,0.97,1
Atp5o,6.46E-05,0.286929191,0.984,0.982,1
Flrt2,0.000282838,0.285561924,0.743,0.628,1
Dad1,0.00040572,0.283487242,0.973,0.945,1
A2ml1,0.001629301,0.283372506,0.925,0.915,1
Tspan8,0.000227386,0.277747848,0.989,0.982,1
Pcp4,0.652876717,0.276274454,0.652,0.567,1
Pcdh17,0.000775667,0.273672358,0.973,0.939,1
Psmb2,0.000353523,0.2708264,0.952,0.878,1
Nptxr,6.97E-05,0.265667473,0.92,0.878,1
1700025G04Rik,8.84E-05,0.258440303,0.898,0.866,1
Rnh1,0.000488291,0.256237949,0.845,0.732,1
Cuedc2,0.032762941,0.251605076,0.947,0.896,1
Alkal2,0.003155949,0.24907354,0.77,0.707,1
Dcdc2a,0.273369858,0.248833466,0.433,0.378,1
Abca1,0.000846902,0.245945685,0.872,0.744,1
Timm17a,4.44E-05,0.244847516,0.973,0.939,1
Uchl1,0.000389211,0.244580794,1,1,1
Micos13,0.000130971,0.240441147,0.979,0.963,1
Psmb4,0.003510336,0.240358781,0.968,0.927,1
Runx1,0.000122235,0.240068002,0.968,0.945,1
Stmn3,0.000626858,0.237573746,1,1,1
Zfp560,8.85E-05,0.236296388,0.941,0.866,1
Naf1,0.000158251,0.23374813,0.701,0.537,1
Ndufa12,0.000286355,0.233482958,0.963,0.909,1
Gnai1,0.000554899,0.231838983,0.952,0.884,1
Mrto4,7.04E-05,0.231619123,0.717,0.585,1
Lsm12,5.56E-05,0.230275546,0.914,0.866,1
Jun,0.001824704,0.230002245,0.952,0.939,1
Pigp,5.48E-05,0.229564823,0.936,0.866,1
Selenop,0.002202601,0.229551173,0.529,0.372,1
Fkbp8,0.000568727,0.227824094,0.989,0.957,1
Atp1a2,0.00528673,0.22685889,0.556,0.396,1
Hsd17b7,7.15E-05,0.226589656,0.888,0.793,1
Fkbp3,0.00017295,0.22570765,0.984,0.957,1
Atp5c1,6.25E-05,0.225449409,0.973,0.97,1
Mrps18c,0.001076014,0.224297451,0.872,0.75,1
Eif2b3,0.060219488,0.223894915,0.374,0.274,1
Tmtc4,0.000254716,0.223847169,0.824,0.762,1
Pmepa1,0.001105868,0.222963788,0.615,0.445,1
Psmb1,0.00236432,0.222069748,0.995,0.951,1
Coro1a,0.000119164,0.221947266,0.765,0.604,1
Ssr4,0.000992169,0.221778295,0.984,0.945,1
Hspa8,6.52E-05,0.221766507,1,1,1
Ly6h,0.00275839,0.221618454,0.513,0.341,1
Gm17018,0.000231541,0.219499833,0.947,0.909,1
Dtnbp1,0.000478993,0.21919265,0.872,0.78,1
Dhrs1,0.000269284,0.217746747,0.888,0.805,1
Tpm4,0.000107054,0.217477894,0.93,0.884,1
Msrb1,7.29E-05,0.216421312,0.963,0.878,1
Ndufb4,9.19E-05,0.214869135,0.995,0.988,1
Cdk5,0.000213885,0.214827896,0.877,0.805,1
Tmem160,0.000455429,0.214592173,0.973,0.97,1
Agtpbp1,0.000728523,0.213046077,0.973,0.988,1
Nt5c,0.010224258,0.212705307,0.925,0.866,1
Tgfb1i1,5.24E-05,0.212647374,0.952,0.915,1
Stard4,0.005647274,0.212387173,0.93,0.927,1
Pkm,0.000329351,0.21138792,0.995,0.994,1
D8Ertd738e,0.000110527,0.211189556,0.989,0.976,1
Sh3bgrl,0.000465368,0.210640575,0.979,0.945,1
Ap1s1,0.000134681,0.20963439,0.947,0.921,1
Tgfb1,0.000285134,0.209510532,0.952,0.878,1
Eif3c,4.83E-05,0.208246886,0.941,0.902,1
Cuta,0.000225256,0.20609474,0.968,0.921,1
Ndufb11,0.000656617,0.205265351,0.989,0.97,1
Timm8b,0.00143363,0.205035522,0.984,0.963,1
Ndufs7,0.012553559,0.204420004,0.979,0.945,1
Dynlrb1,0.000213225,0.20306121,0.984,0.994,1
Dctn2,0.001514085,0.202758507,0.989,0.963,1
Psmb6,0.003975926,0.202622143,0.957,0.945,1
Bet1l,0.001561742,0.20216498,0.749,0.598,1
Cox19,0.000268816,0.202116618,0.941,0.896,1
Hcfc1r1,0.001627852,0.201777294,0.995,0.976,1
Znrd2,0.000611575,0.200762698,0.813,0.646,1
Rpl7a,8.87E-05,0.200620628,0.979,0.976,1
Hddc2,6.93E-05,0.200433083,0.733,0.622,1
Map1lc3a,0.000121785,0.198793216,1,0.994,1
Coa3,0.001564383,0.198755691,0.989,0.982,1
Glo1,6.66E-05,0.197854869,0.941,0.909,1
Kcnk3,0.005946517,0.197760899,0.936,0.921,1
Slc7a7,0.000448047,0.197564109,0.759,0.628,1
Adk,0.000376901,0.196476004,0.818,0.72,1
Tecr,0.02385635,0.195808697,0.984,0.982,1
Gnb2,6.26E-05,0.195737719,0.968,0.976,1
Mrpl30,8.95E-05,0.194729301,0.968,0.963,1
Fasn,0.004584444,0.194588889,0.957,0.921,1
Blvrb,0.003051181,0.194179692,0.893,0.835,1
Mul1,0.000672677,0.193804661,0.69,0.506,1
Wfs1,0.007404719,0.193618357,0.711,0.591,1
Tmem50a,0.000148865,0.19265593,0.989,0.988,1
Nrxn2,0.000515951,0.19219806,0.941,0.933,1
Hint1,7.03E-05,0.191770072,0.995,1,1
Thoc7,0.000894478,0.191238445,0.957,0.963,1
Zfhx3,0.01584176,0.190385521,0.882,0.817,1
Ift57,0.000644398,0.190295311,0.551,0.439,1
Timm9,0.001215849,0.190046061,0.85,0.817,1
Arpc3,0.005801211,0.188603247,0.963,0.939,1
Rps7,8.72E-05,0.18837538,0.995,0.988,1
Nrip1,0.000656585,0.188033936,0.791,0.72,1
Ifitm2,0.000323179,0.187936982,0.818,0.683,1
Rexo2,8.83E-05,0.187893623,0.968,0.988,1
Ndufb10,6.44E-05,0.187835375,0.989,0.976,1
Ssbp4,0.000248599,0.187781941,0.824,0.768,1
Psmb5,0.035107152,0.18716325,0.968,0.963,1
Ndufa11,0.00670382,0.187157415,1,0.988,1
Tcp11l1,0.000322541,0.187063116,0.963,0.945,1
Tusc2,0.000131543,0.186766062,0.947,0.884,1
Hdlbp,0.001317496,0.185994695,0.952,0.963,1
Hspa12b,0.000361549,0.185685161,0.604,0.421,1
Rpl8,0.000152701,0.185485485,0.989,0.976,1
Cope,0.000286274,0.184688002,0.909,0.726,1
Sgcz,0.005028408,0.184342503,0.353,0.22,1
Cisd1,0.000739778,0.184070887,0.984,0.976,1
Tpm1,0.000914701,0.183909986,0.963,0.939,1
Ptpn9,0.002326603,0.183824639,0.85,0.768,1
Sh3bgrl3,0.001412991,0.183818807,1,1,1
Trappc2l,0.000857071,0.183713037,0.947,0.927,1
Mxra7,0.002781359,0.183684648,0.941,0.89,1
Rasgrp1,6.29E-05,0.183622239,0.84,0.713,1
Mvb12a,0.000864065,0.183464293,0.802,0.677,1
Cops6,0.000820704,0.183256923,0.888,0.841,1
Rala,0.000274885,0.183121133,0.947,0.927,1
Mrpl23,0.000526132,0.183115192,0.941,0.89,1
Chmp2a,0.003030143,0.182830567,0.947,0.848,1
Dph3,0.000176492,0.18252482,0.947,0.902,1
Psma2,0.015331765,0.182480105,0.979,0.976,1
Tmem54,0.000166731,0.182308795,0.561,0.39,1
Vapa,0.000325324,0.18230298,0.979,0.963,1
Cycs,0.000272544,0.18175267,0.989,0.97,1
Rpl36a,0.000197396,0.181670077,0.979,0.982,1
Syt4,5.51E-05,0.181604439,0.995,0.994,1
Slc3a2,0.032285857,0.181588708,0.802,0.774,1
Bex1,0.006503903,0.181217227,0.995,0.97,1
Fdx2,0.00020625,0.181158801,0.947,0.921,1
Ndufc2,0.004417392,0.181152358,0.995,0.957,1
Ctxn1,0.000864704,0.180707173,0.979,0.957,1
Timp3,0.007176464,0.180555753,0.636,0.463,1
Emc4,0.000275386,0.179652587,0.834,0.713,1
Oaz2,0.015574063,0.179589577,0.963,0.945,1
Sigmar1,0.008452404,0.179448095,0.813,0.738,1
Ndufs8,0.002888812,0.179338176,0.952,0.927,1
Avpi1,0.001104774,0.179311792,0.856,0.756,1
Rps20,6.92E-05,0.178313337,0.984,0.994,1
C030017B01Rik,0.00041802,0.177416178,0.781,0.652,1
Rnasek,0.000823232,0.177269332,0.995,0.988,1
Srp14,0.000202412,0.176944305,0.989,0.994,1
Eif1b,0.002931761,0.176562709,0.989,0.97,1
Psmd12,0.004105777,0.176238413,0.93,0.884,1
Rit1,0.000344443,0.176150991,0.914,0.896,1
Gng5,0.002268005,0.175840687,0.893,0.78,1
Snrpd1,0.005473835,0.174988649,0.963,0.951,1
Gpr161,0.012083634,0.17485511,0.807,0.707,1
Pfdn4,0.001115515,0.174572169,0.952,0.951,1
Dnlz,0.000517771,0.174564558,0.989,0.976,1
Chchd7,0.00041944,0.174474714,0.957,0.933,1
Ten1,0.002559284,0.174317677,0.925,0.854,1
Suclg1,0.011033248,0.174188049,0.84,0.762,1
Cd9,0.049934268,0.173759672,1,0.994,1
Eif3i,0.000692385,0.173295395,0.92,0.835,1
Gpm6b,0.011918074,0.172953199,0.588,0.409,1
Tle5,0.000168306,0.172559025,0.989,1,1
Ndufa10,0.003193536,0.17247822,0.989,0.951,1
Rab4b,0.001012828,0.171839422,0.968,0.963,1
Tmx4,0.000874249,0.170867144,0.957,0.951,1
Timm10,0.000583609,0.170545037,0.957,0.915,1
Bad,0.000767208,0.170283175,0.93,0.896,1
Sdc4,0.003560614,0.169521801,0.471,0.311,1
Tcaf1,0.000353336,0.169249589,0.973,0.951,1
Fth1,0.000728558,0.169064989,1,1,1
Ier3ip1,0.00087135,0.169011333,0.979,0.97,1
Rpl23a,0.001154154,0.168952057,0.989,0.988,1
Gadd45g,0.013047041,0.168534622,0.973,0.951,1
Rpl10,0.000748348,0.168417946,0.989,0.982,1
Bax,0.002621373,0.168173329,0.92,0.878,1
Chd3,0.000629261,0.168014334,0.979,0.982,1
Abca8a,0.016542762,0.166942522,0.497,0.372,1
Aprt,0.000259177,0.166469507,0.497,0.323,1
Gga2,0.00014561,0.165994676,0.882,0.811,1
Ophn1,0.000193268,0.165951611,0.92,0.866,1
Rab39b,0.008232683,0.165837771,0.786,0.695,1
Zfp423,0.002815561,0.165424937,0.909,0.854,1
Zfyve28,0.001130537,0.165420698,0.743,0.61,1
Triap1,0.016847352,0.165412912,0.877,0.805,1
Cyb561,0.000123343,0.16530455,0.455,0.274,1
Rpain,0.000279057,0.164944227,0.631,0.476,1
Sap30l,0.001626882,0.164943479,0.973,0.927,1
Prxl2c,0.000348674,0.164734368,0.647,0.439,1
Cdkn2d,0.001392322,0.164350418,0.979,0.963,1
Calml4,0.008496952,0.163756988,0.85,0.841,1
Bub3,0.003832486,0.163752269,0.952,0.89,1
Taldo1,0.033098141,0.163584577,0.866,0.86,1
Rab21,0.037215014,0.163446192,0.973,0.957,1
Ndufa8,0.006514094,0.163281284,0.973,0.982,1
Hsbp1,0.004603903,0.16323857,0.979,0.994,1
Cd44,0.00210582,0.162692215,0.765,0.677,1
Fam104a,0.000639367,0.162639212,0.963,0.909,1
Psmd8,0.001711838,0.162182958,0.925,0.848,1
Supt6,0.000268132,0.162121965,0.893,0.817,1
Phf5a,0.000282564,0.162116184,0.893,0.823,1
Chchd10,0.011864062,0.161962894,0.989,0.982,1
Borcs6,0.001787161,0.161884949,0.888,0.768,1
BC031181,0.000192484,0.161794598,0.979,0.963,1
Rps3a1,9.27E-05,0.161787336,0.989,0.994,1
Psma6,0.003678682,0.161441962,0.893,0.835,1
Atp6v0c,0.000752667,0.16129158,1,0.988,1
Gna11,0.001953613,0.161192537,0.92,0.817,1
Apod,0.001412828,0.160818783,0.257,0.122,1
Srsf2,0.000734134,0.160766102,0.941,0.921,1
Tmem134,0.000905984,0.160526759,0.941,0.902,1
Atp6v1d,0.002028324,0.160327535,0.93,0.927,1
H3f3b,0.003770238,0.160002316,1,0.988,1
Glrx2,0.001121871,0.159558816,0.973,0.933,1
Ran,0.000308022,0.159359869,0.979,0.982,1
Prune2,0.001839337,0.158710341,1,0.994,1
Aurkaip1,0.001651266,0.158548929,0.973,0.963,1
Mrps33,0.015943775,0.158006108,0.995,0.982,1
Ddx24,0.001093386,0.157889521,0.973,0.957,1
Ccdc59,0.000307083,0.157542046,0.668,0.506,1
Mvk,0.057980212,0.157314645,0.861,0.817,1
Polr2f,0.004556837,0.157239761,0.941,0.866,1
